capacity,arm,m1,m2
2,LC_HI,126.0,169.0
2,LC_HI,135.0,184.0
2,LC_HI,126.0,116.0
2,LC_HI,101.0,135.0
2,LC_HI,106.0,150.0
2,LC_HI,112.0,189.0
2,LC_HI,151.0,224.0
2,LC_HI,96.0,150.0
2,LC_HI,141.0,204.0
2,LC_HI,111.0,140.0
2,LC_HI,116.0,163.0
2,LC_HI,82.0,121.0
2,LC_HI,145.0,223.0
2,LC_HI,120.0,174.0
2,LC_HI,102.0,107.0
2,LC_HI,121.0,168.0
2,LC_HI,101.0,145.0
2,LC_HI,115.0,189.0
2,LC_HI,121.0,165.0
2,LC_HI,97.0,131.0
2,LC_HI,121.0,131.0
2,LC_HI,115.0,174.0
2,LC_HI,92.0,145.0
2,LC_HI,96.0,154.0
2,LC_HI,150.0,193.0
2,LC_LI,135.0,159.0
2,LC_LI,92.0,116.0
2,LC_LI,106.0,150.0
2,LC_LI,90.0,140.0
2,LC_LI,101.0,139.0
2,LC_LI,116.0,145.0
2,LC_LI,107.0,164.0
2,LC_LI,106.0,149.0
2,LC_LI,106.0,150.0
2,LC_LI,106.0,111.0
2,LC_LI,126.0,214.0
2,LC_LI,116.0,140.0
2,LC_LI,102.0,148.0
2,LC_LI,116.0,154.0
2,LC_LI,121.0,164.0
2,LC_LI,125.0,155.0
2,LC_LI,87.0,139.0
2,LC_LI,101.0,160.0
2,LC_LI,119.0,158.0
2,LC_LI,125.0,130.0
2,LC_LI,131.0,194.0
2,LC_LI,150.0,223.0
2,LC_LI,140.0,198.0
2,LC_LI,112.0,164.0
2,LC_LI,121.0,184.0
2,LC_LI,120.0,160.0
2,LC_LI,120.0,164.0
2,LC_LI,126.0,155.0
2,LC_LI,107.0,151.0
2,LC_LI,101.0,198.0
2,LC_LI,101.0,160.0
2,LC_LI,97.0,106.0
2,LC_LI,87.0,179.0
2,LC_LI,107.0,151.0
2,LC_LI,111.0,159.0
2,LC_LI,90.0,140.0
2,LC_LI,87.0,130.0
2,LC_LI,136.0,193.0
2,LC_LI,131.0,145.0
2,LC_LI,126.0,184.0
2,LC_LI,101.0,139.0
2,LC_LI,107.0,125.0
2,LC_LI,136.0,169.0
2,LC_LI,131.0,194.0
2,LC_LI,96.0,155.0
2,LC_LI,107.0,160.0
2,LC_LI,120.0,184.0
2,LC_LI,121.0,183.0
2,LC_LI,140.0,198.0
2,LC_LI,90.0,140.0
2,LC_LI,131.0,204.0
2,LC_LI,131.0,204.0
2,LC_LI,96.0,155.0
2,LC_LI,101.0,139.0
2,LC_LI,120.0,164.0
2,LC_LI,102.0,170.0
2,LC_LI,120.0,164.0
2,LC_LI,116.0,149.0
2,LC_LI,121.0,199.0
2,LC_LI,116.0,141.0
2,LC_LI,120.0,163.0
2,LC_LI,145.0,169.0
2,LC_LI,96.0,144.0
2,LC_LI,136.0,169.0
2,LC_LI,112.0,169.0
2,LC_LI,106.0,149.0
2,LC_LI,91.0,110.0
2,LC_LI,145.0,144.0
2,LC_LI,131.0,204.0
2,LC_LI,120.0,184.0
2,LC_LI,121.0,129.0
2,LC_LI,111.0,140.0
2,LC_LI,125.0,155.0
2,LC_LI,121.0,184.0
2,LC_LI,102.0,126.0
2,LC_LI,90.0,119.0
2,LC_LI,116.0,155.0
2,LC_LI,145.0,154.0
2,LC_LI,97.0,115.0
2,LC_LI,116.0,170.0
2,LC_LI,106.0,135.0
2,LC_LI,107.0,151.0
2,LC_LI,131.0,140.0
2,LC_LI,106.0,169.0
2,LC_LI,136.0,174.0
2,LC_LI,136.0,169.0
2,LC_LI,116.0,155.0
2,LC_LI,116.0,155.0
2,LC_LI,116.0,130.0
2,LC_LI,125.0,173.0
2,LC_LI,120.0,160.0
2,LC_LI,140.0,179.0
2,LC_LI,111.0,120.0
2,LC_LI,121.0,129.0
2,LC_LI,101.0,139.0
2,LC_LI,110.0,144.0
2,LC_LI,120.0,160.0
2,LC_LI,111.0,169.0
2,LC_LI,155.0,164.0
2,LC_LI,127.0,136.0
2,LC_LI,131.0,150.0
2,LC_LI,135.0,198.0
2,LC_LI,106.0,150.0
2,LC_LI,145.0,169.0
2,LC_LI,161.0,150.0
2,LC_LI,116.0,121.0
2,LC_LI,140.0,213.0
2,LC_LI,92.0,120.0
2,LC_LI,121.0,155.0
2,LC_LI,131.0,164.0
2,LC_LI,111.0,140.0
2,LC_LI,116.0,154.0
2,LC_LI,131.0,184.0
2,LC_LI,120.0,163.0
2,LC_LI,116.0,155.0
2,LC_LI,156.0,116.0
2,LC_LI,106.0,111.0
2,LC_LI,92.0,120.0
2,LC_LI,101.0,107.0
2,LC_LI,102.0,148.0
2,LC_LI,110.0,183.0
2,LC_LI,135.0,159.0
2,LC_LI,105.0,159.0
2,LC_LI,92.0,116.0
2,LC_LI,116.0,178.0
2,LC_LI,90.0,119.0
2,LC_LI,136.0,174.0
2,LC_LI,121.0,199.0
2,LC_LI,121.0,129.0
2,LC_LI,150.0,223.0
2,LC_LI,111.0,111.0
2,LC_LI,130.0,154.0
2,LC_LI,106.0,115.0
2,LC_LI,141.0,170.0
2,LC_LI,125.0,155.0
2,LC_LI,101.0,107.0
2,LC_LI,121.0,129.0
2,LC_LI,126.0,170.0
2,LC_LI,116.0,155.0
2,LC_LI,111.0,169.0
2,LC_LI,91.0,169.0
2,LC_LI,131.0,213.0
2,LC_LI,86.0,121.0
2,LC_LI,81.0,135.0
2,LC_LI,105.0,159.0
2,LC_LI,121.0,183.0
2,LC_LI,140.0,178.0
2,LC_LI,106.0,178.0
2,LC_LI,140.0,198.0
2,LC_LI,131.0,140.0
2,LC_LI,121.0,149.0
2,LC_LI,131.0,140.0
2,LC_LI,106.0,111.0
2,LC_LI,106.0,169.0
2,LC_LI,116.0,141.0
2,LC_LI,131.0,141.0
2,LC_LI,126.0,169.0
2,LC_LI,136.0,169.0
2,LC_LI,106.0,115.0
2,LC_LI,126.0,169.0
2,LC_LI,96.0,154.0
2,LC_LI,155.0,228.0
2,LC_LI,102.0,155.0
2,LC_LI,86.0,106.0
2,LC_LI,135.0,169.0
2,LC_LI,87.0,160.0
2,LC_LI,136.0,169.0
2,LC_LI,130.0,169.0
2,LC_LI,87.0,179.0
2,LC_LI,111.0,145.0
2,LC_LI,116.0,155.0
2,LC_LI,156.0,116.0
2,LC_LI,150.0,223.0
2,LC_LI,87.0,154.0
2,LC_LI,102.0,155.0
2,LC_LI,111.0,174.0
2,LC_LI,111.0,189.0
2,LC_LI,116.0,179.0
2,LC_LI,140.0,194.0
2,LC_LI,95.0,169.0
2,LC_LI,106.0,115.0
2,LC_LI,145.0,144.0
2,LC_LI,111.0,144.0
2,LC_LI,126.0,184.0
2,LC_LI,140.0,179.0
2,LC_LI,141.0,228.0
2,LC_LI,116.0,140.0
2,LC_LI,111.0,119.0
2,LC_LI,131.0,194.0
2,LC_LI,91.0,110.0
2,LC_LI,96.0,154.0
2,LC_LI,111.0,145.0
2,LC_LI,126.0,198.0
2,LC_LI,131.0,145.0
2,LC_LI,120.0,184.0
2,LC_LI,97.0,115.0
2,LC_LI,121.0,165.0
2,LC_LI,126.0,155.0
2,LC_LI,121.0,180.0
2,LC_LI,105.0,169.0
3,random,77.0,105.0
3,random,82.0,134.0
3,random,78.0,160.0
3,random,77.0,183.0
3,random,92.0,146.0
3,random,87.0,193.0
3,random,92.0,193.0
3,random,87.0,178.0
3,random,82.0,135.0
3,random,97.0,174.0
3,random,72.0,96.0
3,random,78.0,160.0
3,random,87.0,169.0
3,random,73.0,154.0
3,random,82.0,160.0
3,random,82.0,149.0
3,random,87.0,169.0
3,random,111.0,163.0
3,random,63.0,145.0
3,random,122.0,199.0
3,random,63.0,121.0
3,random,78.0,101.0
3,random,91.0,198.0
3,random,106.0,139.0
3,random,106.0,130.0
3,random,102.0,174.0
3,random,91.0,188.0
3,random,82.0,155.0
3,random,62.0,125.0
3,random,77.0,150.0
3,random,63.0,125.0
3,random,73.0,139.0
3,random,68.0,150.0
3,random,97.0,136.0
3,random,97.0,165.0
3,random,62.0,159.0
3,random,87.0,198.0
3,random,97.0,159.0
3,random,87.0,151.0
3,random,116.0,248.0
3,random,117.0,199.0
3,random,87.0,194.0
3,random,82.0,131.0
3,random,92.0,169.0
3,random,97.0,208.0
3,random,77.0,105.0
3,random,91.0,203.0
3,random,82.0,134.0
3,random,97.0,125.0
3,random,57.0,120.0
3,random,92.0,121.0
3,random,87.0,116.0
3,random,92.0,198.0
3,random,111.0,183.0
3,random,92.0,154.0
3,random,77.0,125.0
3,random,82.0,115.0
3,random,77.0,105.0
3,random,77.0,125.0
3,random,87.0,155.0
3,random,71.0,115.0
3,random,82.0,149.0
3,random,87.0,174.0
3,random,91.0,194.0
3,random,72.0,135.0
3,random,73.0,116.0
3,random,87.0,169.0
3,random,82.0,169.0
3,random,78.0,204.0
3,random,81.0,149.0
3,random,72.0,129.0
3,random,77.0,183.0
3,random,82.0,169.0
3,random,107.0,208.0
3,random,63.0,155.0
3,random,63.0,135.0
3,random,136.0,145.0
3,random,73.0,116.0
3,random,63.0,150.0
3,random,121.0,183.0
3,random,77.0,130.0
3,random,58.0,101.0
3,random,92.0,140.0
3,random,87.0,179.0
3,random,102.0,155.0
3,random,96.0,203.0
3,random,87.0,174.0
3,random,73.0,159.0
3,random,87.0,150.0
3,random,78.0,150.0
3,random,92.0,165.0
3,random,78.0,131.0
3,random,68.0,97.0
3,random,97.0,189.0
3,random,91.0,119.0
3,random,87.0,189.0
3,random,82.0,189.0
3,random,48.0,111.0
3,random,101.0,169.0
3,random,58.0,106.0
3,random,68.0,140.0
3,random,97.0,179.0
3,random,82.0,106.0
3,random,97.0,170.0
3,random,48.0,62.0
3,random,78.0,189.0
3,random,78.0,174.0
3,random,87.0,184.0
3,random,78.0,165.0
3,random,82.0,125.0
3,random,92.0,164.0
3,random,78.0,174.0
3,random,102.0,160.0
3,random,92.0,194.0
3,random,97.0,193.0
3,random,78.0,193.0
3,random,97.0,183.0
3,random,87.0,185.0
3,random,78.0,140.0
3,random,62.0,145.0
3,random,57.0,120.0
3,random,73.0,101.0
3,random,62.0,164.0
3,random,63.0,164.0
3,random,87.0,144.0
3,random,82.0,164.0
3,random,86.0,198.0
3,random,67.0,169.0
3,random,67.0,139.0
3,random,122.0,218.0
3,random,97.0,150.0
3,random,92.0,121.0
3,random,97.0,169.0
3,random,77.0,159.0
3,random,78.0,179.0
3,random,97.0,159.0
3,random,53.0,92.0
3,random,78.0,144.0
3,random,77.0,168.0
3,random,68.0,140.0
3,random,87.0,169.0
3,random,97.0,149.0
3,random,87.0,209.0
3,random,87.0,208.0
3,random,126.0,164.0
3,random,97.0,158.0
3,random,92.0,184.0
3,random,82.0,208.0
3,random,87.0,160.0
3,random,96.0,154.0
3,random,87.0,189.0
3,random,92.0,174.0
3,random,82.0,184.0
3,random,68.0,140.0
3,random,82.0,155.0
3,random,82.0,154.0
3,random,77.0,96.0
3,random,112.0,145.0
3,random,116.0,173.0
3,random,87.0,139.0
3,random,122.0,198.0
3,random,73.0,154.0
3,random,77.0,149.0
3,random,72.0,130.0
3,random,78.0,131.0
3,random,101.0,135.0
3,random,97.0,188.0
3,random,87.0,149.0
3,random,78.0,76.0
3,random,82.0,179.0
3,random,101.0,198.0
3,random,87.0,135.0
3,random,72.0,155.0
3,random,101.0,131.0
3,random,77.0,140.0
3,random,92.0,144.0
3,random,102.0,227.0
3,random,97.0,214.0
3,random,77.0,145.0
3,random,96.0,163.0
3,random,141.0,208.0
3,random,82.0,159.0
3,random,53.0,126.0
3,random,87.0,135.0
3,random,87.0,158.0
3,random,107.0,179.0
3,random,92.0,155.0
3,random,82.0,173.0
3,random,82.0,169.0
3,random,92.0,218.0
3,random,77.0,126.0
3,random,68.0,160.0
3,random,92.0,193.0
3,random,87.0,188.0
3,random,87.0,159.0
3,random,92.0,124.0
3,random,91.0,140.0
3,random,97.0,154.0
3,random,87.0,169.0
3,random,72.0,119.0
3,HC_HI,62.0,106.0
3,HC_HI,101.0,213.0
3,HC_HI,77.0,121.0
3,HC_HI,87.0,140.0
3,HC_HI,102.0,174.0
3,HC_HI,82.0,183.0
3,HC_HI,92.0,111.0
3,HC_HI,92.0,174.0
3,HC_HI,92.0,193.0
3,HC_HI,82.0,180.0
3,HC_HI,77.0,144.0
3,HC_HI,97.0,194.0
3,HC_HI,91.0,178.0
3,HC_HI,58.0,125.0
3,HC_HI,97.0,164.0
3,HC_HI,43.0,125.0
3,HC_HI,92.0,115.0
3,HC_HI,57.0,96.0
3,HC_HI,67.0,150.0
3,HC_HI,77.0,130.0
3,HC_HI,102.0,199.0
3,HC_HI,102.0,189.0
3,HC_HI,102.0,218.0
3,HC_HI,57.0,95.0
3,HC_HI,92.0,159.0
3,HC_HI,97.0,179.0
3,HC_HI,86.0,134.0
3,HC_HI,92.0,193.0
3,HC_HI,97.0,174.0
3,HC_HI,87.0,159.0
3,HC_HI,72.0,169.0
3,HC_HI,77.0,164.0
3,HC_HI,82.0,153.0
3,HC_HI,67.0,115.0
3,HC_HI,77.0,164.0
3,HC_HI,87.0,184.0
3,HC_HI,72.0,169.0
3,HC_HI,63.0,144.0
3,HC_HI,92.0,111.0
3,HC_HI,92.0,111.0
3,HC_HI,97.0,179.0
3,HC_HI,73.0,155.0
3,HC_HI,112.0,189.0
3,HC_HI,92.0,145.0
3,HC_HI,82.0,139.0
3,HC_HI,82.0,115.0
3,HC_HI,82.0,179.0
3,HC_HI,107.0,203.0
3,HC_HI,82.0,178.0
3,HC_HI,73.0,126.0
3,HC_HI,87.0,183.0
3,HC_HI,97.0,184.0
3,HC_HI,87.0,111.0
3,HC_HI,76.0,188.0
3,HC_HI,111.0,233.0
3,HC_HI,97.0,179.0
3,HC_HI,97.0,179.0
3,HC_HI,67.0,160.0
3,HC_HI,107.0,213.0
3,HC_HI,82.0,149.0
3,HC_HI,58.0,120.0
3,HC_HI,86.0,140.0
3,HC_HI,92.0,130.0
3,HC_HI,121.0,183.0
3,HC_HI,116.0,170.0
3,HC_HI,62.0,155.0
3,HC_HI,82.0,159.0
3,HC_HI,73.0,145.0
3,HC_HI,57.0,130.0
3,HC_HI,77.0,155.0
3,HC_HI,78.0,193.0
3,HC_HI,97.0,164.0
3,HC_HI,82.0,150.0
3,HC_HI,92.0,204.0
3,HC_HI,106.0,193.0
3,HC_HI,122.0,194.0
3,HC_HI,53.0,106.0
3,HC_HI,78.0,135.0
3,HC_HI,112.0,193.0
3,HC_HI,78.0,150.0
3,HC_HI,106.0,218.0
3,HC_HI,87.0,194.0
3,HC_HI,72.0,144.0
3,HC_HI,92.0,184.0
3,HC_HI,82.0,179.0
3,HC_HI,131.0,203.0
3,HC_HI,72.0,119.0
3,HC_HI,72.0,125.0
3,HC_HI,77.0,154.0
3,HC_HI,82.0,179.0
3,HC_HI,87.0,101.0
3,HC_HI,106.0,228.0
3,HC_HI,73.0,144.0
3,HC_HI,87.0,179.0
3,HC_HI,92.0,204.0
3,HC_HI,82.0,135.0
3,HC_HI,97.0,179.0
3,HC_HI,72.0,144.0
3,HC_HI,77.0,97.0
3,HC_HI,87.0,188.0
3,HC_HI,141.0,204.0
3,HC_HI,97.0,144.0
3,HC_HI,71.0,159.0
3,HC_HI,87.0,164.0
3,HC_HI,87.0,170.0
3,HC_HI,97.0,174.0
3,HC_HI,92.0,139.0
3,HC_HI,82.0,169.0
3,HC_HI,97.0,174.0
3,HC_HI,82.0,168.0
3,HC_HI,77.0,154.0
3,HC_HI,77.0,121.0
3,HC_HI,92.0,154.0
3,HC_HI,72.0,115.0
3,HC_HI,96.0,208.0
3,HC_HI,72.0,139.0
3,HC_HI,92.0,193.0
3,HC_HI,43.0,92.0
3,HC_HI,81.0,125.0
3,HC_HI,106.0,218.0
3,HC_HI,58.0,154.0
3,HC_HI,92.0,179.0
3,HC_HI,82.0,178.0
3,HC_HI,77.0,145.0
3,HC_HI,87.0,178.0
3,HC_HI,82.0,149.0
3,HC_HI,58.0,105.0
3,HC_HI,116.0,174.0
3,HC_HI,102.0,178.0
3,HC_HI,72.0,130.0
3,HC_HI,112.0,174.0
3,HC_HI,82.0,135.0
3,HC_HI,82.0,135.0
3,HC_HI,62.0,111.0
3,HC_HI,131.0,175.0
3,HC_HI,62.0,164.0
3,HC_HI,72.0,139.0
3,HC_HI,62.0,140.0
3,HC_HI,82.0,124.0
3,HC_HI,78.0,183.0
3,HC_HI,141.0,223.0
3,HC_HI,72.0,160.0
3,HC_HI,77.0,150.0
3,HC_HI,53.0,106.0
3,HC_HI,106.0,179.0
3,HC_HI,77.0,145.0
3,HC_HI,92.0,145.0
3,HC_HI,63.0,125.0
3,HC_HI,86.0,188.0
3,HC_HI,97.0,165.0
3,HC_HI,82.0,154.0
3,HC_HI,63.0,135.0
3,HC_HI,82.0,169.0
3,HC_HI,91.0,173.0
3,HC_HI,92.0,208.0
3,HC_HI,87.0,184.0
3,HC_HI,97.0,179.0
3,HC_HI,92.0,159.0
3,HC_HI,111.0,218.0
3,HC_HI,63.0,164.0
3,HC_HI,92.0,139.0
3,HC_HI,67.0,139.0
3,HC_HI,77.0,159.0
3,HC_HI,82.0,164.0
3,HC_HI,92.0,183.0
3,HC_HI,67.0,139.0
3,HC_HI,96.0,168.0
3,HC_HI,53.0,140.0
3,HC_HI,81.0,153.0
3,HC_HI,72.0,169.0
3,HC_HI,86.0,198.0
3,HC_HI,57.0,120.0
3,HC_HI,96.0,178.0
3,HC_HI,82.0,213.0
3,HC_HI,97.0,120.0
3,HC_HI,77.0,134.0
3,HC_HI,62.0,164.0
3,HC_HI,78.0,140.0
3,HC_HI,96.0,149.0
3,HC_HI,67.0,115.0
3,HC_HI,67.0,159.0
3,HC_HI,78.0,148.0
3,HC_HI,72.0,115.0
3,HC_HI,106.0,218.0
3,HC_HI,76.0,188.0
3,HC_HI,77.0,159.0
3,HC_HI,97.0,198.0
3,HC_HI,68.0,125.0
3,HC_HI,72.0,115.0
3,HC_HI,92.0,154.0
3,HC_HI,72.0,164.0
3,HC_HI,111.0,178.0
3,HC_HI,53.0,106.0
3,HC_HI,77.0,144.0
3,HC_HI,101.0,223.0
3,HC_HI,82.0,135.0
3,HC_HI,116.0,174.0
3,HC_HI,67.0,149.0
3,HC_HI,62.0,115.0
3,HC_HI,43.0,92.0
3,HC_LI,86.0,168.0
3,HC_LI,92.0,130.0
3,HC_LI,66.0,150.0
3,HC_LI,97.0,203.0
3,HC_LI,91.0,174.0
3,HC_LI,82.0,169.0
3,HC_LI,77.0,125.0
3,HC_LI,82.0,134.0
3,HC_LI,78.0,165.0
3,HC_LI,78.0,155.0
3,HC_LI,87.0,174.0
3,HC_LI,72.0,164.0
3,HC_LI,82.0,164.0
3,HC_LI,77.0,158.0
3,HC_LI,112.0,164.0
3,HC_LI,76.0,143.0
3,HC_LI,82.0,178.0
3,HC_LI,106.0,188.0
3,HC_LI,82.0,118.0
3,HC_LI,92.0,111.0
3,HC_LI,77.0,169.0
3,HC_LI,97.0,184.0
3,HC_LI,111.0,169.0
3,HC_LI,106.0,179.0
3,HC_LI,86.0,158.0
3,HC_LI,92.0,198.0
3,HC_LI,122.0,218.0
3,HC_LI,92.0,149.0
3,HC_LI,122.0,218.0
3,HC_LI,87.0,208.0
3,HC_LI,92.0,101.0
3,HC_LI,87.0,126.0
3,HC_LI,87.0,174.0
3,HC_LI,82.0,150.0
3,HC_LI,86.0,168.0
3,HC_LI,77.0,130.0
3,HC_LI,76.0,140.0
3,HC_LI,72.0,173.0
3,HC_LI,101.0,198.0
3,HC_LI,116.0,223.0
3,HC_LI,81.0,125.0
3,HC_LI,97.0,135.0
3,HC_LI,87.0,178.0
3,HC_LI,107.0,154.0
3,HC_LI,112.0,164.0
3,HC_LI,116.0,159.0
3,HC_LI,87.0,160.0
3,HC_LI,107.0,179.0
3,HC_LI,76.0,140.0
3,HC_LI,87.0,160.0
3,HC_LI,111.0,208.0
3,HC_LI,77.0,119.0
3,HC_LI,87.0,194.0
3,HC_LI,76.0,140.0
3,HC_LI,97.0,145.0
3,HC_LI,97.0,158.0
3,HC_LI,92.0,120.0
3,HC_LI,87.0,169.0
3,HC_LI,92.0,101.0
3,HC_LI,92.0,130.0
3,HC_LI,87.0,160.0
3,HC_LI,68.0,119.0
3,HC_LI,92.0,164.0
3,HC_LI,112.0,193.0
3,HC_LI,81.0,125.0
3,HC_LI,101.0,153.0
3,HC_LI,68.0,165.0
3,HC_LI,86.0,158.0
3,HC_LI,87.0,143.0
3,HC_LI,111.0,149.0
3,HC_LI,72.0,130.0
3,HC_LI,82.0,135.0
3,HC_LI,78.0,179.0
3,HC_LI,82.0,139.0
3,HC_LI,63.0,145.0
3,HC_LI,92.0,173.0
3,HC_LI,72.0,168.0
3,HC_LI,92.0,160.0
3,HC_LI,107.0,189.0
3,HC_LI,77.0,154.0
3,HC_LI,73.0,179.0
3,HC_LI,87.0,139.0
3,HC_LI,87.0,130.0
3,HC_LI,87.0,150.0
3,HC_LI,116.0,159.0
3,HC_LI,71.0,148.0
3,HC_LI,82.0,150.0
3,HC_LI,87.0,174.0
3,HC_LI,92.0,194.0
3,HC_LI,77.0,154.0
3,HC_LI,78.0,165.0
3,HC_LI,91.0,188.0
3,HC_LI,112.0,223.0
3,HC_LI,97.0,179.0
3,HC_LI,102.0,130.0
3,HC_LI,82.0,154.0
3,HC_LI,77.0,139.0
3,HC_LI,82.0,158.0
3,HC_LI,82.0,169.0
3,HC_LI,92.0,223.0
3,HC_LI,72.0,173.0
3,HC_LI,87.0,179.0
3,HC_LI,87.0,179.0
3,HC_LI,112.0,193.0
3,HC_LI,73.0,179.0
3,HC_LI,77.0,139.0
3,HC_LI,102.0,154.0
3,HC_LI,97.0,203.0
3,HC_LI,66.0,153.0
3,HC_LI,87.0,194.0
3,HC_LI,68.0,119.0
3,HC_LI,91.0,198.0
3,HC_LI,87.0,134.0
3,HC_LI,78.0,178.0
3,HC_LI,101.0,153.0
3,HC_LI,97.0,158.0
3,HC_LI,92.0,129.0
3,HC_LI,77.0,169.0
3,HC_LI,106.0,150.0
3,HC_LI,87.0,193.0
3,HC_LI,62.0,144.0
3,HC_LI,87.0,174.0
3,HC_LI,78.0,179.0
3,HC_LI,73.0,145.0
3,HC_LI,92.0,189.0
3,HC_LI,87.0,169.0
3,HC_LI,82.0,199.0
3,HC_LI,96.0,223.0
3,HC_LI,96.0,158.0
3,HC_LI,87.0,183.0
3,HC_LI,92.0,164.0
3,HC_LI,87.0,159.0
3,HC_LI,101.0,153.0
3,HC_LI,87.0,179.0
3,HC_LI,76.0,203.0
3,HC_LI,96.0,154.0
3,HC_LI,82.0,111.0
3,HC_LI,76.0,129.0
3,HC_LI,82.0,134.0
3,HC_LI,96.0,178.0
3,HC_LI,107.0,208.0
3,HC_LI,97.0,184.0
3,HC_LI,73.0,145.0
3,HC_LI,92.0,198.0
3,HC_LI,87.0,126.0
3,HC_LI,92.0,178.0
3,HC_LI,91.0,183.0
3,HC_LI,107.0,193.0
3,HC_LI,82.0,135.0
3,HC_LI,77.0,183.0
3,HC_LI,106.0,140.0
3,HC_LI,82.0,134.0
3,HC_LI,82.0,150.0
3,HC_LI,87.0,183.0
3,HC_LI,96.0,174.0
3,HC_LI,111.0,149.0
3,HC_LI,92.0,173.0
3,HC_LI,82.0,158.0
3,HC_LI,87.0,194.0
3,HC_LI,68.0,119.0
3,HC_LI,87.0,155.0
3,HC_LI,92.0,194.0
3,HC_LI,77.0,179.0
3,HC_LI,82.0,169.0
3,HC_LI,77.0,169.0
3,HC_LI,92.0,144.0
3,HC_LI,76.0,203.0
3,HC_LI,82.0,179.0
