capacity,arm,m1,m2
3,HC_LI,97.0,174.0
3,HC_LI,81.0,193.0
3,HC_LI,97.0,135.0
3,HC_LI,77.0,130.0
3,HC_LI,92.0,148.0
3,HC_LI,97.0,169.0
3,HC_LI,73.0,126.0
3,HC_LI,73.0,164.0
3,HC_LI,72.0,168.0
3,HC_LI,92.0,150.0
3,HC_LI,82.0,173.0
3,HC_LI,81.0,193.0
3,HC_LI,77.0,174.0
3,HC_LI,87.0,208.0
3,HC_LI,73.0,126.0
3,HC_LI,72.0,173.0
3,HC_LI,82.0,199.0
3,HC_LI,76.0,203.0
3,HC_LI,106.0,164.0
3,HC_LI,87.0,163.0
3,HC_LI,106.0,178.0
3,HC_LI,92.0,145.0
3,HC_LI,76.0,140.0
3,HC_LI,87.0,158.0
3,HC_LI,72.0,154.0
3,HC_LI,77.0,164.0
3,HC_LI,87.0,174.0
3,HC_LI,96.0,159.0
3,HC_LI,96.0,223.0
3,HC_LI,92.0,130.0
3,HC_LI,77.0,134.0
3,HC_LI,76.0,183.0
3,LC_HI,97.0,179.0
3,LC_HI,106.0,203.0
3,LC_HI,92.0,193.0
3,LC_HI,82.0,150.0
3,LC_HI,91.0,178.0
3,LC_HI,63.0,135.0
3,LC_HI,97.0,107.0
3,LC_HI,97.0,115.0
3,LC_HI,63.0,126.0
3,LC_HI,97.0,139.0
3,LC_HI,78.0,149.0
3,LC_HI,67.0,155.0
3,LC_HI,73.0,169.0
3,LC_HI,43.0,110.0
3,LC_HI,82.0,126.0
3,LC_HI,77.0,135.0
3,LC_HI,82.0,154.0
3,LC_HI,92.0,105.0
3,LC_HI,87.0,134.0
3,LC_HI,111.0,144.0
3,LC_HI,92.0,150.0
3,LC_HI,87.0,155.0
3,LC_HI,97.0,115.0
3,LC_HI,78.0,141.0
3,LC_HI,77.0,121.0
3,LC_HI,66.0,133.0
3,LC_HI,106.0,218.0
3,LC_HI,107.0,154.0
3,LC_HI,87.0,189.0
3,LC_HI,97.0,135.0
3,LC_HI,92.0,116.0
3,LC_HI,91.0,199.0
3,LC_HI,72.0,149.0
3,LC_HI,73.0,130.0
3,LC_HI,97.0,174.0
3,LC_HI,92.0,228.0
3,LC_HI,78.0,120.0
3,LC_HI,92.0,193.0
3,LC_HI,86.0,174.0
3,LC_HI,87.0,131.0
3,LC_HI,73.0,121.0
3,LC_HI,62.0,121.0
3,LC_HI,82.0,135.0
3,LC_HI,82.0,160.0
3,LC_HI,78.0,106.0
3,LC_HI,53.0,77.0
3,LC_HI,87.0,124.0
3,LC_HI,96.0,164.0
3,LC_HI,53.0,63.0
3,LC_HI,91.0,145.0
3,LC_HI,92.0,130.0
3,LC_HI,72.0,131.0
3,LC_HI,91.0,144.0
3,LC_HI,87.0,160.0
3,LC_HI,92.0,145.0
3,LC_HI,86.0,217.0
3,LC_HI,92.0,155.0
3,LC_HI,102.0,145.0
3,LC_HI,91.0,145.0
3,LC_HI,116.0,126.0
3,LC_HI,91.0,178.0
3,LC_HI,77.0,121.0
3,LC_HI,106.0,217.0
3,LC_HI,86.0,183.0
3,LC_HI,136.0,208.0
3,LC_HI,63.0,131.0
3,LC_HI,62.0,150.0
3,LC_HI,82.0,126.0
3,LC_HI,97.0,169.0
3,LC_HI,72.0,120.0
3,LC_HI,82.0,194.0
3,LC_HI,77.0,135.0
3,LC_HI,87.0,165.0
3,LC_HI,121.0,188.0
3,LC_HI,97.0,189.0
3,LC_HI,91.0,168.0
3,LC_HI,92.0,144.0
3,LC_HI,63.0,150.0
3,LC_HI,92.0,145.0
3,LC_HI,78.0,141.0
3,LC_HI,111.0,183.0
3,LC_HI,82.0,194.0
3,LC_HI,102.0,155.0
3,LC_HI,78.0,189.0
3,LC_HI,96.0,135.0
3,LC_HI,106.0,173.0
3,LC_HI,82.0,140.0
3,LC_HI,112.0,193.0
3,LC_HI,78.0,116.0
3,LC_HI,78.0,140.0
3,LC_HI,87.0,116.0
3,LC_HI,53.0,120.0
3,LC_HI,87.0,126.0
3,LC_HI,92.0,169.0
3,LC_HI,71.0,174.0
3,LC_HI,87.0,150.0
3,LC_HI,78.0,131.0
3,LC_HI,77.0,116.0
3,LC_HI,82.0,115.0
3,LC_HI,97.0,131.0
3,LC_HI,106.0,189.0
3,LC_HI,111.0,203.0
3,LC_HI,77.0,115.0
3,LC_HI,102.0,125.0
3,LC_HI,67.0,135.0
3,LC_HI,107.0,174.0
3,LC_HI,116.0,164.0
3,LC_HI,82.0,115.0
3,LC_HI,87.0,199.0
3,LC_HI,92.0,184.0
3,LC_HI,111.0,145.0
3,LC_HI,68.0,97.0
3,LC_HI,82.0,150.0
3,LC_HI,101.0,110.0
3,LC_HI,97.0,194.0
3,LC_HI,72.0,145.0
3,LC_HI,78.0,150.0
3,LC_HI,72.0,145.0
3,LC_HI,111.0,174.0
3,LC_HI,87.0,179.0
3,LC_HI,86.0,217.0
3,LC_HI,96.0,188.0
3,LC_HI,97.0,131.0
3,LC_HI,92.0,180.0
3,LC_HI,116.0,164.0
3,LC_HI,92.0,121.0
3,LC_HI,92.0,170.0
3,LC_HI,92.0,155.0
3,LC_HI,101.0,218.0
3,LC_HI,78.0,154.0
3,LC_HI,82.0,149.0
3,LC_HI,87.0,120.0
3,LC_HI,82.0,125.0
3,LC_HI,77.0,126.0
3,LC_HI,73.0,180.0
3,LC_HI,77.0,154.0
3,LC_HI,87.0,203.0
3,LC_HI,107.0,169.0
3,LC_HI,96.0,173.0
3,LC_HI,101.0,193.0
3,LC_HI,97.0,115.0
3,LC_HI,81.0,158.0
3,LC_HI,66.0,133.0
3,LC_HI,112.0,183.0
3,LC_HI,87.0,116.0
3,LC_HI,97.0,184.0
3,LC_HI,82.0,135.0
3,LC_HI,102.0,155.0
3,LC_HI,82.0,160.0
3,LC_HI,136.0,208.0
3,LC_HI,82.0,159.0
3,LC_HI,106.0,173.0
3,LC_HI,77.0,126.0
3,LC_HI,101.0,178.0
3,LC_HI,72.0,110.0
3,LC_HI,62.0,130.0
3,LC_HI,82.0,164.0
3,LC_HI,97.0,208.0
3,LC_HI,107.0,174.0
3,LC_HI,87.0,209.0
3,LC_HI,62.0,130.0
3,LC_HI,91.0,144.0
3,LC_HI,97.0,194.0
3,LC_HI,58.0,126.0
3,LC_HI,91.0,199.0
3,LC_HI,92.0,154.0
3,LC_HI,92.0,155.0
3,LC_HI,82.0,145.0
3,LC_HI,106.0,198.0
3,LC_HI,92.0,145.0
3,LC_HI,82.0,92.0
3,LC_HI,71.0,115.0
3,LC_HI,77.0,135.0
3,LC_HI,111.0,208.0
3,LC_HI,78.0,116.0
3,LC_HI,81.0,140.0
3,LC_HI,86.0,179.0
3,LC_HI,111.0,203.0
3,LC_HI,97.0,155.0
3,LC_HI,101.0,163.0
3,LC_HI,82.0,150.0
3,LC_HI,78.0,140.0
3,LC_HI,77.0,135.0
3,LC_HI,87.0,126.0
3,LC_HI,97.0,174.0
3,LC_HI,86.0,174.0
3,LC_HI,82.0,149.0
3,LC_HI,92.0,189.0
3,LC_HI,91.0,144.0
3,LC_HI,82.0,159.0
3,LC_HI,96.0,203.0
3,LC_HI,87.0,160.0
3,LC_HI,87.0,150.0
3,LC_HI,92.0,169.0
3,LC_HI,92.0,169.0
3,LC_HI,62.0,131.0
3,LC_HI,97.0,165.0
3,LC_HI,97.0,175.0
3,LC_HI,92.0,164.0
3,LC_HI,92.0,188.0
3,LC_LI,92.0,156.0
3,LC_LI,97.0,165.0
3,LC_LI,97.0,184.0
3,LC_LI,87.0,125.0
3,LC_LI,72.0,110.0
3,LC_LI,82.0,158.0
3,LC_LI,92.0,183.0
3,LC_LI,81.0,169.0
3,LC_LI,97.0,165.0
3,LC_LI,82.0,149.0
3,LC_LI,77.0,149.0
3,LC_LI,82.0,155.0
3,LC_LI,82.0,130.0
3,LC_LI,87.0,170.0
3,LC_LI,106.0,179.0
3,LC_LI,78.0,107.0
3,LC_LI,92.0,121.0
3,LC_LI,92.0,145.0
3,LC_LI,116.0,154.0
3,LC_LI,87.0,130.0
3,LC_LI,106.0,213.0
3,LC_LI,97.0,140.0
3,LC_LI,122.0,116.0
3,LC_LI,102.0,227.0
3,LC_LI,92.0,214.0
3,LC_LI,96.0,144.0
3,LC_LI,92.0,129.0
3,LC_LI,97.0,213.0
3,LC_LI,122.0,116.0
3,LC_LI,106.0,179.0
3,LC_LI,97.0,194.0
3,LC_LI,77.0,115.0
3,LC_LI,116.0,130.0
3,LC_LI,82.0,120.0
3,LC_LI,92.0,116.0
3,LC_LI,92.0,145.0
3,LC_LI,77.0,168.0
3,LC_LI,78.0,159.0
3,LC_LI,92.0,144.0
3,LC_LI,112.0,120.0
3,LC_LI,92.0,145.0
3,LC_LI,77.0,130.0
3,LC_LI,87.0,170.0
3,LC_LI,102.0,145.0
3,LC_LI,97.0,169.0
3,LC_LI,96.0,144.0
3,LC_LI,97.0,184.0
3,LC_LI,106.0,179.0
3,LC_LI,63.0,115.0
3,LC_LI,78.0,125.0
3,LC_LI,107.0,131.0
3,LC_LI,77.0,168.0
3,LC_LI,78.0,107.0
3,LC_LI,78.0,164.0
3,LC_LI,111.0,163.0
3,LC_LI,111.0,139.0
3,LC_LI,73.0,145.0
3,LC_LI,97.0,150.0
3,LC_LI,73.0,164.0
3,LC_LI,116.0,130.0
3,LC_LI,78.0,101.0
3,LC_LI,106.0,179.0
3,LC_LI,106.0,159.0
3,LC_LI,97.0,130.0
3,LC_LI,67.0,169.0
3,LC_LI,82.0,135.0
3,LC_LI,73.0,106.0
3,LC_LI,78.0,173.0
3,LC_LI,97.0,169.0
3,LC_LI,82.0,130.0
3,LC_LI,87.0,155.0
3,LC_LI,106.0,213.0
3,LC_LI,82.0,155.0
3,LC_LI,78.0,159.0
3,LC_LI,82.0,149.0
3,LC_LI,92.0,129.0
3,LC_LI,63.0,115.0
3,LC_LI,87.0,204.0
3,LC_LI,92.0,116.0
3,LC_LI,76.0,169.0
3,LC_LI,87.0,140.0
3,LC_LI,73.0,126.0
3,LC_LI,87.0,198.0
3,LC_LI,106.0,179.0
3,LC_LI,97.0,185.0
3,LC_LI,106.0,179.0
3,LC_LI,92.0,178.0
3,LC_LI,82.0,135.0
3,LC_LI,102.0,227.0
3,LC_LI,78.0,101.0
3,LC_LI,117.0,174.0
3,LC_LI,97.0,154.0
3,LC_LI,87.0,155.0
3,LC_LI,78.0,101.0
3,LC_LI,78.0,160.0
3,LC_LI,116.0,178.0
3,LC_LI,87.0,198.0
3,LC_LI,92.0,189.0
3,LC_LI,82.0,141.0
3,LC_LI,97.0,165.0
3,LC_LI,116.0,154.0
3,LC_LI,82.0,125.0
3,LC_LI,112.0,120.0
3,LC_LI,106.0,179.0
3,LC_LI,77.0,149.0
3,LC_LI,92.0,199.0
3,LC_LI,82.0,188.0
3,LC_LI,78.0,164.0
3,LC_LI,73.0,164.0
3,LC_LI,97.0,214.0
3,LC_LI,82.0,155.0
3,LC_LI,97.0,185.0
3,LC_LI,87.0,174.0
3,LC_LI,111.0,188.0
3,LC_LI,82.0,120.0
3,LC_LI,77.0,141.0
3,LC_LI,82.0,130.0
3,LC_LI,116.0,158.0
3,LC_LI,106.0,179.0
3,LC_LI,97.0,164.0
3,LC_LI,116.0,158.0
3,LC_LI,81.0,203.0
3,LC_LI,116.0,154.0
3,LC_LI,97.0,164.0
3,LC_LI,63.0,115.0
3,LC_LI,97.0,213.0
3,LC_LI,92.0,129.0
3,LC_LI,77.0,139.0
3,LC_LI,78.0,160.0
3,LC_LI,106.0,154.0
3,LC_LI,102.0,112.0
3,LC_LI,77.0,129.0
3,LC_LI,97.0,165.0
3,LC_LI,97.0,188.0
3,LC_LI,97.0,194.0
3,LC_LI,81.0,169.0
3,LC_LI,92.0,154.0
3,LC_LI,87.0,204.0
3,LC_LI,87.0,141.0
3,LC_LI,112.0,145.0
3,LC_LI,97.0,140.0
3,LC_LI,67.0,139.0
3,LC_LI,92.0,214.0
3,LC_LI,97.0,140.0
3,LC_LI,73.0,154.0
3,LC_LI,92.0,140.0
3,LC_LI,78.0,169.0
3,LC_LI,82.0,135.0
3,LC_LI,82.0,116.0
3,LC_LI,77.0,149.0
3,LC_LI,111.0,169.0
3,LC_LI,82.0,193.0
3,LC_LI,97.0,169.0
3,LC_LI,102.0,145.0
3,LC_LI,121.0,130.0
3,LC_LI,92.0,164.0
3,LC_LI,78.0,131.0
3,LC_LI,78.0,148.0
3,LC_LI,92.0,169.0
3,LC_LI,102.0,145.0
3,LC_LI,87.0,140.0
3,LC_LI,102.0,145.0
3,LC_LI,116.0,130.0
3,LC_LI,112.0,145.0
3,LC_LI,92.0,198.0
3,LC_LI,78.0,160.0
3,LC_LI,111.0,179.0
3,LC_LI,78.0,160.0
3,LC_LI,97.0,185.0
3,LC_LI,86.0,115.0
3,LC_LI,78.0,144.0
3,LC_LI,92.0,180.0
3,LC_LI,73.0,140.0
3,LC_LI,87.0,121.0
3,LC_LI,73.0,106.0
3,LC_LI,77.0,154.0
3,LC_LI,106.0,213.0
3,LC_LI,102.0,155.0
3,LC_LI,77.0,149.0
3,LC_LI,78.0,107.0
3,LC_LI,92.0,146.0
3,LC_LI,97.0,150.0
3,LC_LI,91.0,164.0
3,LC_LI,97.0,184.0
3,LC_LI,78.0,125.0
3,LC_LI,82.0,154.0
3,LC_LI,97.0,180.0
3,LC_LI,102.0,227.0
3,LC_LI,77.0,145.0
3,LC_LI,78.0,160.0
3,LC_LI,97.0,169.0
3,LC_LI,92.0,146.0
3,LC_LI,78.0,120.0
3,LC_LI,92.0,199.0
3,LC_LI,82.0,158.0
3,LC_LI,97.0,169.0
3,LC_LI,111.0,188.0
3,LC_LI,77.0,149.0
3,LC_LI,92.0,214.0
3,LC_LI,67.0,140.0
4,random,78.0,120.0
4,random,92.0,233.0
4,random,92.0,145.0
4,random,78.0,199.0
4,random,78.0,97.0
4,random,77.0,188.0
4,random,87.0,188.0
4,random,67.0,153.0
4,random,68.0,125.0
4,random,58.0,125.0
4,random,73.0,125.0
4,random,87.0,189.0
4,random,53.0,111.0
4,random,73.0,121.0
4,random,68.0,179.0
4,random,92.0,194.0
4,random,53.0,144.0
4,random,57.0,165.0
4,random,73.0,169.0
4,random,58.0,100.0
4,random,73.0,144.0
4,random,68.0,131.0
4,random,72.0,178.0
4,random,82.0,188.0
4,random,78.0,155.0
4,random,68.0,214.0
4,random,68.0,174.0
4,random,78.0,158.0
4,random,87.0,188.0
4,random,78.0,179.0
4,random,63.0,125.0
4,random,63.0,150.0
4,random,78.0,116.0
4,random,73.0,110.0
4,random,58.0,130.0
4,random,97.0,248.0
4,random,73.0,106.0
4,random,73.0,189.0
4,random,63.0,198.0
4,random,63.0,116.0
4,random,63.0,154.0
4,random,87.0,169.0
4,random,78.0,140.0
4,random,78.0,174.0
4,random,63.0,130.0
4,random,78.0,164.0
4,random,78.0,116.0
4,random,53.0,129.0
4,random,63.0,134.0
4,random,82.0,173.0
4,random,68.0,169.0
4,random,78.0,120.0
4,random,92.0,168.0
4,random,97.0,169.0
4,random,87.0,193.0
4,random,73.0,144.0
4,random,62.0,149.0
4,random,72.0,184.0
4,random,73.0,126.0
4,random,63.0,149.0
4,random,68.0,111.0
4,random,82.0,148.0
4,random,48.0,145.0
4,random,67.0,179.0
4,random,87.0,224.0
4,random,68.0,160.0
4,random,53.0,111.0
4,random,73.0,169.0
4,random,72.0,129.0
4,random,78.0,149.0
4,random,58.0,155.0
4,random,77.0,163.0
4,random,67.0,119.0
4,random,78.0,145.0
4,random,78.0,131.0
4,random,72.0,198.0
4,random,58.0,135.0
4,random,53.0,106.0
4,random,78.0,97.0
4,random,78.0,153.0
4,random,73.0,130.0
4,random,87.0,170.0
4,random,78.0,214.0
4,random,78.0,159.0
4,random,78.0,164.0
4,random,73.0,169.0
4,random,78.0,150.0
4,random,67.0,110.0
4,random,58.0,101.0
4,random,78.0,169.0
4,random,73.0,115.0
4,random,68.0,154.0
4,random,87.0,208.0
4,random,78.0,140.0
4,random,63.0,170.0
4,random,73.0,169.0
4,random,67.0,119.0
4,random,102.0,213.0
4,random,78.0,180.0
4,random,58.0,149.0
4,random,62.0,173.0
4,random,92.0,198.0
4,random,57.0,144.0
4,random,78.0,160.0
4,random,68.0,169.0
4,random,63.0,87.0
4,random,78.0,111.0
4,random,53.0,125.0
4,random,92.0,198.0
4,random,92.0,248.0
4,random,58.0,116.0
4,random,67.0,110.0
4,random,102.0,233.0
4,random,57.0,168.0
4,random,87.0,178.0
4,random,87.0,145.0
4,random,68.0,193.0
4,random,58.0,96.0
4,random,63.0,175.0
4,random,63.0,115.0
4,random,67.0,159.0
4,random,57.0,173.0
4,random,62.0,160.0
4,random,63.0,174.0
4,random,78.0,140.0
4,random,92.0,164.0
4,random,68.0,144.0
4,random,78.0,168.0
4,random,53.0,149.0
4,random,48.0,144.0
4,random,78.0,97.0
4,random,77.0,178.0
4,random,78.0,139.0
4,random,63.0,145.0
4,random,92.0,150.0
4,random,87.0,174.0
4,random,63.0,174.0
4,random,58.0,120.0
4,random,82.0,145.0
4,random,73.0,134.0
4,random,97.0,194.0
4,random,78.0,116.0
4,random,78.0,218.0
4,random,57.0,125.0
4,random,73.0,174.0
4,random,82.0,189.0
4,random,73.0,129.0
4,random,58.0,95.0
4,random,58.0,139.0
4,random,58.0,155.0
4,random,78.0,165.0
4,random,58.0,126.0
4,random,77.0,154.0
4,random,67.0,139.0
4,random,77.0,198.0
4,random,77.0,144.0
4,random,58.0,125.0
4,random,87.0,169.0
4,random,73.0,198.0
4,random,92.0,155.0
4,random,78.0,135.0
4,random,78.0,107.0
4,random,87.0,194.0
4,random,77.0,174.0
4,random,87.0,218.0
4,random,68.0,183.0
4,random,78.0,130.0
4,random,73.0,126.0
4,random,77.0,174.0
4,random,68.0,170.0
4,random,82.0,179.0
4,random,53.0,120.0
4,random,62.0,173.0
4,random,77.0,204.0
4,random,78.0,164.0
4,random,77.0,130.0
4,random,63.0,124.0
4,random,73.0,175.0
4,random,53.0,140.0
4,random,67.0,159.0
4,random,58.0,114.0
4,random,82.0,144.0
4,random,92.0,183.0
4,random,67.0,153.0
4,random,73.0,155.0
4,random,87.0,120.0
4,random,58.0,139.0
4,random,77.0,135.0
4,random,63.0,125.0
4,random,58.0,150.0
4,random,73.0,199.0
4,random,53.0,135.0
4,random,73.0,145.0
4,random,78.0,145.0
4,random,87.0,188.0
4,random,67.0,178.0
4,random,82.0,154.0
4,random,63.0,178.0
4,random,87.0,203.0
4,random,72.0,223.0
4,HC_HI,77.0,120.0
4,HC_HI,53.0,106.0
4,HC_HI,78.0,149.0
4,HC_HI,68.0,144.0
4,HC_HI,58.0,135.0
4,HC_HI,53.0,116.0
4,HC_HI,63.0,155.0
4,HC_HI,78.0,194.0
4,HC_HI,63.0,164.0
4,HC_HI,62.0,188.0
4,HC_HI,63.0,188.0
4,HC_HI,78.0,194.0
4,HC_HI,53.0,149.0
4,HC_HI,78.0,145.0
4,HC_HI,72.0,148.0
4,HC_HI,68.0,145.0
4,HC_HI,77.0,154.0
4,HC_HI,62.0,160.0
4,HC_HI,58.0,149.0
4,HC_HI,68.0,150.0
4,HC_HI,63.0,179.0
4,HC_HI,53.0,159.0
4,HC_HI,58.0,115.0
4,HC_HI,53.0,140.0
4,HC_HI,72.0,138.0
4,HC_HI,58.0,120.0
4,HC_HI,63.0,135.0
4,HC_HI,58.0,120.0
4,HC_HI,92.0,175.0
4,HC_HI,68.0,193.0
4,HC_HI,62.0,169.0
4,HC_HI,72.0,143.0
4,HC_HI,68.0,149.0
4,HC_HI,87.0,174.0
4,HC_HI,53.0,139.0
4,HC_HI,73.0,140.0
4,HC_HI,82.0,169.0
4,HC_HI,97.0,204.0
4,HC_HI,68.0,174.0
4,HC_HI,48.0,129.0
4,HC_HI,58.0,130.0
4,HC_HI,62.0,159.0
4,HC_HI,78.0,148.0
4,HC_HI,78.0,199.0
4,HC_HI,57.0,149.0
4,HC_HI,53.0,139.0
4,HC_HI,77.0,193.0
4,HC_HI,92.0,224.0
4,HC_HI,73.0,144.0
4,HC_HI,73.0,144.0
4,HC_HI,82.0,203.0
4,HC_HI,82.0,183.0
4,HC_HI,63.0,139.0
4,HC_HI,53.0,164.0
4,HC_HI,73.0,184.0
4,HC_HI,67.0,153.0
4,HC_HI,57.0,140.0
4,HC_HI,87.0,173.0
4,HC_HI,53.0,149.0
4,HC_HI,73.0,179.0
4,HC_HI,53.0,106.0
4,HC_HI,73.0,189.0
4,HC_HI,68.0,144.0
4,HC_HI,78.0,179.0
4,HC_HI,53.0,159.0
4,HC_HI,78.0,140.0
4,HC_HI,82.0,153.0
4,HC_HI,58.0,145.0
4,HC_HI,53.0,164.0
4,HC_HI,77.0,169.0
4,HC_HI,78.0,165.0
4,HC_HI,68.0,145.0
4,HC_HI,92.0,223.0
4,HC_HI,63.0,164.0
4,HC_HI,68.0,164.0
4,HC_HI,78.0,145.0
4,HC_HI,78.0,174.0
4,HC_HI,58.0,129.0
4,HC_HI,78.0,149.0
4,HC_HI,78.0,130.0
4,HC_HI,67.0,150.0
4,HC_HI,78.0,159.0
4,HC_HI,58.0,149.0
4,HC_HI,92.0,188.0
4,HC_HI,68.0,125.0
4,HC_HI,78.0,140.0
4,HC_HI,48.0,121.0
4,HC_HI,67.0,153.0
4,HC_HI,73.0,178.0
4,HC_HI,58.0,134.0
4,HC_HI,62.0,134.0
4,HC_HI,73.0,178.0
4,HC_HI,68.0,101.0
4,HC_HI,78.0,145.0
4,HC_HI,58.0,105.0
4,HC_HI,87.0,164.0
4,HC_HI,57.0,149.0
4,HC_HI,57.0,149.0
4,HC_HI,58.0,134.0
4,HC_HI,82.0,218.0
4,HC_HI,53.0,159.0
4,HC_HI,82.0,208.0
4,HC_HI,58.0,120.0
4,HC_HI,62.0,140.0
4,HC_HI,78.0,208.0
4,HC_HI,78.0,145.0
4,HC_HI,78.0,183.0
4,HC_HI,63.0,159.0
4,HC_HI,58.0,170.0
4,HC_HI,58.0,135.0
4,HC_HI,62.0,125.0
4,HC_HI,53.0,154.0
4,HC_HI,67.0,145.0
4,HC_HI,97.0,188.0
4,HC_HI,86.0,179.0
4,HC_HI,63.0,140.0
4,HC_HI,82.0,199.0
4,HC_HI,73.0,178.0
4,HC_HI,72.0,120.0
4,HC_HI,58.0,102.0
4,HC_HI,72.0,111.0
4,HC_HI,58.0,101.0
4,HC_HI,63.0,179.0
4,HC_HI,97.0,175.0
4,HC_HI,72.0,164.0
4,HC_HI,73.0,174.0
4,HC_HI,87.0,218.0
4,HC_HI,82.0,115.0
4,HC_HI,58.0,115.0
4,HC_HI,63.0,135.0
4,HC_HI,87.0,228.0
4,HC_HI,82.0,209.0
4,HC_HI,78.0,193.0
4,HC_HI,78.0,208.0
4,HC_HI,62.0,125.0
4,HC_HI,67.0,139.0
4,HC_HI,68.0,173.0
4,HC_HI,92.0,175.0
4,HC_HI,67.0,150.0
4,HC_HI,58.0,111.0
4,HC_HI,58.0,124.0
4,HC_HI,68.0,144.0
4,HC_HI,68.0,183.0
4,HC_HI,53.0,155.0
4,HC_HI,53.0,125.0
4,HC_HI,58.0,131.0
4,HC_HI,78.0,179.0
4,HC_HI,62.0,160.0
4,HC_HI,63.0,169.0
4,HC_HI,57.0,143.0
4,HC_HI,67.0,184.0
4,HC_HI,73.0,154.0
4,HC_HI,63.0,145.0
4,HC_HI,53.0,116.0
4,HC_HI,68.0,130.0
4,HC_HI,87.0,213.0
4,HC_HI,87.0,178.0
4,HC_HI,63.0,145.0
4,HC_HI,77.0,169.0
4,HC_HI,78.0,120.0
4,HC_HI,78.0,155.0
4,HC_HI,92.0,248.0
4,HC_HI,62.0,179.0
4,HC_HI,72.0,138.0
4,HC_HI,97.0,204.0
4,HC_HI,78.0,194.0
4,HC_HI,63.0,139.0
4,HC_HI,57.0,174.0
4,HC_HI,53.0,106.0
4,HC_HI,58.0,149.0
4,HC_HI,78.0,189.0
