capacity,arm,m1,m2
5,random,73.0,213.0
5,random,63.0,159.0
5,random,58.0,106.0
5,random,78.0,194.0
5,random,78.0,116.0
5,random,78.0,155.0
5,random,68.0,150.0
5,random,78.0,164.0
5,random,78.0,169.0
5,random,78.0,150.0
5,random,73.0,208.0
5,random,68.0,179.0
5,random,58.0,120.0
5,random,63.0,115.0
5,random,78.0,228.0
5,random,78.0,126.0
5,random,73.0,145.0
5,random,63.0,184.0
5,random,63.0,188.0
5,HC_HI,53.0,106.0
5,HC_HI,73.0,169.0
5,HC_HI,73.0,188.0
5,HC_HI,78.0,194.0
5,HC_HI,58.0,198.0
5,HC_HI,63.0,179.0
5,HC_HI,53.0,145.0
5,HC_HI,78.0,164.0
5,HC_HI,73.0,126.0
5,HC_HI,53.0,82.0
5,HC_HI,58.0,135.0
5,HC_HI,63.0,126.0
5,HC_HI,78.0,174.0
5,HC_HI,58.0,149.0
5,HC_HI,68.0,233.0
5,HC_HI,58.0,145.0
5,HC_HI,73.0,145.0
5,HC_HI,53.0,125.0
5,HC_HI,63.0,173.0
5,HC_HI,78.0,188.0
5,HC_HI,53.0,145.0
5,HC_HI,63.0,164.0
5,HC_HI,78.0,155.0
5,HC_HI,58.0,135.0
5,HC_HI,73.0,194.0
5,HC_HI,63.0,193.0
5,HC_HI,73.0,120.0
5,HC_HI,78.0,169.0
5,HC_HI,78.0,218.0
5,HC_HI,68.0,193.0
5,HC_HI,63.0,179.0
5,HC_HI,58.0,134.0
5,HC_HI,73.0,155.0
5,HC_HI,58.0,170.0
5,HC_HI,78.0,140.0
5,HC_HI,58.0,121.0
5,HC_HI,78.0,184.0
5,HC_HI,78.0,183.0
5,HC_HI,78.0,208.0
5,HC_HI,68.0,174.0
5,HC_HI,78.0,208.0
5,HC_HI,68.0,188.0
5,HC_HI,78.0,178.0
5,HC_HI,58.0,105.0
5,HC_HI,53.0,124.0
5,HC_HI,78.0,208.0
5,HC_HI,53.0,145.0
5,HC_HI,63.0,203.0
5,HC_HI,58.0,145.0
5,HC_HI,58.0,183.0
5,HC_HI,58.0,158.0
5,HC_HI,38.0,125.0
5,HC_HI,73.0,194.0
5,HC_HI,68.0,144.0
5,HC_HI,73.0,208.0
5,HC_HI,58.0,121.0
5,HC_HI,78.0,164.0
5,HC_HI,58.0,164.0
5,HC_HI,73.0,208.0
5,HC_HI,53.0,106.0
5,HC_HI,78.0,208.0
5,HC_HI,78.0,140.0
5,HC_HI,58.0,145.0
5,HC_HI,68.0,169.0
5,HC_HI,68.0,149.0
5,HC_HI,78.0,174.0
5,HC_HI,63.0,120.0
5,HC_HI,78.0,174.0
5,HC_HI,63.0,150.0
5,HC_HI,53.0,159.0
5,HC_HI,58.0,154.0
5,HC_HI,58.0,124.0
5,HC_HI,68.0,159.0
5,HC_HI,73.0,145.0
5,HC_HI,73.0,169.0
5,HC_HI,82.0,223.0
5,HC_HI,72.0,178.0
5,HC_HI,73.0,140.0
5,HC_HI,68.0,155.0
5,HC_HI,78.0,179.0
5,HC_HI,63.0,130.0
5,HC_HI,78.0,188.0
5,HC_HI,58.0,101.0
5,HC_HI,73.0,154.0
5,HC_HI,53.0,144.0
5,HC_HI,53.0,95.0
5,HC_HI,73.0,144.0
5,HC_HI,53.0,115.0
5,HC_HI,73.0,209.0
5,HC_HI,73.0,174.0
5,HC_HI,73.0,159.0
5,HC_HI,78.0,140.0
5,HC_HI,68.0,223.0
5,HC_HI,68.0,149.0
5,HC_HI,78.0,175.0
5,HC_HI,68.0,164.0
5,HC_HI,68.0,159.0
5,HC_HI,58.0,150.0
5,HC_HI,68.0,188.0
5,HC_HI,78.0,150.0
5,HC_HI,58.0,115.0
5,HC_HI,63.0,125.0
5,HC_HI,53.0,120.0
5,HC_HI,58.0,148.0
5,HC_HI,58.0,116.0
5,HC_HI,53.0,174.0
5,HC_HI,63.0,139.0
5,HC_HI,53.0,145.0
5,HC_HI,78.0,213.0
5,HC_HI,63.0,135.0
5,HC_HI,68.0,159.0
5,HC_HI,63.0,96.0
5,HC_HI,68.0,96.0
5,HC_HI,58.0,95.0
5,HC_HI,58.0,124.0
5,HC_HI,58.0,149.0
5,HC_HI,78.0,144.0
5,HC_HI,78.0,184.0
5,HC_HI,68.0,189.0
5,HC_HI,53.0,154.0
5,HC_HI,58.0,179.0
5,HC_HI,73.0,189.0
5,HC_HI,58.0,126.0
5,HC_HI,58.0,139.0
5,HC_HI,58.0,164.0
5,HC_HI,53.0,95.0
5,HC_HI,68.0,193.0
5,HC_HI,68.0,140.0
5,HC_HI,68.0,130.0
5,HC_HI,73.0,188.0
5,HC_HI,73.0,203.0
5,HC_HI,58.0,159.0
5,HC_HI,58.0,145.0
5,HC_HI,63.0,154.0
5,HC_HI,53.0,174.0
5,HC_HI,58.0,121.0
5,HC_HI,78.0,184.0
5,HC_HI,63.0,130.0
5,HC_HI,53.0,131.0
5,HC_HI,68.0,218.0
5,HC_HI,53.0,149.0
5,HC_HI,78.0,135.0
5,HC_HI,78.0,194.0
5,HC_HI,73.0,179.0
5,HC_HI,73.0,155.0
5,HC_HI,78.0,193.0
5,HC_HI,78.0,174.0
5,HC_HI,58.0,179.0
5,HC_HI,73.0,204.0
5,HC_HI,73.0,169.0
5,HC_HI,68.0,223.0
5,HC_HI,82.0,208.0
5,HC_HI,78.0,164.0
5,HC_HI,78.0,178.0
5,HC_HI,63.0,135.0
5,HC_HI,53.0,159.0
5,HC_HI,63.0,148.0
5,HC_HI,58.0,169.0
5,HC_HI,78.0,145.0
5,HC_HI,58.0,106.0
5,HC_HI,58.0,130.0
5,HC_HI,68.0,106.0
5,HC_HI,78.0,182.0
5,HC_HI,58.0,149.0
5,HC_HI,78.0,169.0
5,HC_HI,53.0,125.0
5,HC_HI,78.0,228.0
5,HC_HI,68.0,159.0
5,HC_HI,73.0,155.0
5,HC_HI,73.0,208.0
5,HC_HI,73.0,145.0
5,HC_HI,53.0,174.0
5,HC_HI,73.0,193.0
5,HC_HI,58.0,95.0
5,HC_HI,53.0,120.0
5,HC_HI,73.0,145.0
5,HC_HI,58.0,125.0
5,HC_HI,73.0,139.0
5,HC_HI,68.0,125.0
5,HC_HI,53.0,106.0
5,HC_HI,58.0,164.0
5,HC_HI,63.0,159.0
5,HC_HI,78.0,169.0
5,HC_HI,58.0,149.0
5,HC_HI,78.0,169.0
5,HC_HI,63.0,163.0
5,HC_HI,53.0,115.0
5,HC_HI,68.0,149.0
5,HC_HI,78.0,130.0
5,HC_HI,58.0,169.0
5,HC_HI,73.0,173.0
5,HC_HI,78.0,159.0
5,HC_HI,58.0,135.0
5,HC_HI,53.0,125.0
5,HC_HI,48.0,129.0
5,HC_HI,58.0,120.0
5,HC_HI,73.0,179.0
5,HC_HI,58.0,115.0
5,HC_HI,68.0,150.0
5,HC_HI,78.0,174.0
5,HC_LI,73.0,194.0
5,HC_LI,58.0,159.0
5,HC_LI,68.0,189.0
5,HC_LI,63.0,135.0
5,HC_LI,68.0,148.0
5,HC_LI,58.0,183.0
5,HC_LI,58.0,129.0
5,HC_LI,58.0,145.0
5,HC_LI,73.0,198.0
5,HC_LI,58.0,144.0
5,HC_LI,68.0,101.0
5,HC_LI,63.0,173.0
5,HC_LI,58.0,189.0
5,HC_LI,63.0,153.0
5,HC_LI,58.0,139.0
5,HC_LI,68.0,139.0
5,HC_LI,58.0,119.0
5,HC_LI,78.0,169.0
5,HC_LI,63.0,149.0
5,HC_LI,78.0,144.0
5,HC_LI,63.0,118.0
5,HC_LI,68.0,174.0
5,HC_LI,58.0,179.0
5,HC_LI,53.0,134.0
5,HC_LI,68.0,179.0
5,HC_LI,73.0,163.0
5,HC_LI,78.0,203.0
5,HC_LI,78.0,160.0
5,HC_LI,68.0,175.0
5,HC_LI,73.0,198.0
5,HC_LI,58.0,158.0
5,HC_LI,63.0,174.0
5,HC_LI,73.0,155.0
5,HC_LI,63.0,169.0
5,HC_LI,68.0,140.0
5,HC_LI,73.0,183.0
5,HC_LI,78.0,169.0
5,HC_LI,68.0,150.0
5,HC_LI,73.0,164.0
5,HC_LI,68.0,198.0
5,HC_LI,78.0,179.0
5,HC_LI,73.0,134.0
5,HC_LI,78.0,184.0
5,HC_LI,58.0,173.0
5,HC_LI,68.0,160.0
5,HC_LI,63.0,139.0
5,HC_LI,68.0,218.0
5,HC_LI,73.0,183.0
5,HC_LI,78.0,139.0
5,HC_LI,58.0,184.0
5,HC_LI,78.0,179.0
5,HC_LI,68.0,129.0
5,HC_LI,73.0,143.0
5,HC_LI,78.0,179.0
5,HC_LI,58.0,154.0
5,HC_LI,68.0,150.0
5,HC_LI,78.0,154.0
5,HC_LI,73.0,164.0
5,HC_LI,78.0,158.0
5,HC_LI,63.0,178.0
5,HC_LI,73.0,164.0
5,HC_LI,63.0,144.0
5,HC_LI,73.0,198.0
5,HC_LI,78.0,144.0
5,HC_LI,58.0,154.0
5,HC_LI,73.0,159.0
5,HC_LI,63.0,174.0
5,HC_LI,78.0,178.0
5,HC_LI,78.0,193.0
5,HC_LI,73.0,174.0
5,HC_LI,63.0,153.0
5,HC_LI,58.0,159.0
5,HC_LI,63.0,144.0
5,HC_LI,78.0,135.0
5,HC_LI,73.0,198.0
5,HC_LI,58.0,164.0
5,HC_LI,78.0,179.0
5,HC_LI,78.0,139.0
5,HC_LI,78.0,139.0
5,HC_LI,78.0,111.0
5,HC_LI,68.0,145.0
5,HC_LI,78.0,179.0
5,HC_LI,53.0,153.0
5,HC_LI,78.0,169.0
5,HC_LI,78.0,169.0
5,HC_LI,73.0,174.0
5,HC_LI,73.0,179.0
5,HC_LI,78.0,179.0
5,HC_LI,58.0,159.0
5,HC_LI,58.0,159.0
5,HC_LI,78.0,148.0
5,HC_LI,68.0,150.0
5,HC_LI,63.0,173.0
5,HC_LI,73.0,170.0
5,HC_LI,53.0,148.0
5,HC_LI,78.0,193.0
5,HC_LI,73.0,145.0
5,HC_LI,78.0,154.0
5,HC_LI,63.0,159.0
5,HC_LI,68.0,223.0
5,HC_LI,78.0,188.0
5,HC_LI,68.0,121.0
5,HC_LI,63.0,144.0
5,HC_LI,73.0,170.0
5,HC_LI,63.0,178.0
5,HC_LI,78.0,155.0
5,HC_LI,53.0,163.0
5,HC_LI,58.0,159.0
5,HC_LI,58.0,158.0
5,HC_LI,78.0,208.0
5,HC_LI,63.0,154.0
5,HC_LI,68.0,218.0
5,HC_LI,78.0,208.0
5,HC_LI,58.0,129.0
5,HC_LI,73.0,160.0
5,HC_LI,78.0,158.0
5,HC_LI,78.0,223.0
5,HC_LI,58.0,119.0
5,HC_LI,72.0,188.0
5,HC_LI,58.0,145.0
5,HC_LI,73.0,154.0
5,HC_LI,78.0,193.0
5,HC_LI,78.0,208.0
5,HC_LI,63.0,153.0
5,HC_LI,73.0,199.0
5,HC_LI,78.0,169.0
5,HC_LI,53.0,148.0
5,HC_LI,68.0,155.0
5,HC_LI,78.0,164.0
5,HC_LI,78.0,169.0
5,HC_LI,78.0,174.0
5,HC_LI,68.0,189.0
5,HC_LI,73.0,174.0
5,HC_LI,58.0,148.0
5,HC_LI,78.0,153.0
5,HC_LI,78.0,159.0
5,HC_LI,58.0,148.0
5,HC_LI,78.0,111.0
5,HC_LI,78.0,139.0
5,HC_LI,63.0,188.0
5,HC_LI,73.0,155.0
5,HC_LI,68.0,160.0
5,HC_LI,58.0,179.0
5,HC_LI,78.0,154.0
5,HC_LI,68.0,160.0
5,HC_LI,58.0,188.0
5,HC_LI,68.0,155.0
5,HC_LI,73.0,199.0
5,HC_LI,78.0,223.0
5,HC_LI,63.0,188.0
5,HC_LI,63.0,144.0
5,HC_LI,78.0,169.0
5,HC_LI,63.0,144.0
5,HC_LI,58.0,129.0
5,HC_LI,58.0,139.0
5,HC_LI,78.0,178.0
5,HC_LI,63.0,144.0
5,HC_LI,78.0,193.0
5,HC_LI,78.0,204.0
5,HC_LI,78.0,160.0
5,HC_LI,73.0,163.0
5,HC_LI,78.0,145.0
5,HC_LI,68.0,218.0
5,HC_LI,58.0,145.0
5,HC_LI,53.0,153.0
5,HC_LI,63.0,139.0
5,HC_LI,63.0,168.0
5,HC_LI,73.0,173.0
5,HC_LI,73.0,174.0
5,HC_LI,73.0,153.0
5,HC_LI,78.0,155.0
5,HC_LI,73.0,155.0
5,HC_LI,78.0,154.0
5,HC_LI,68.0,139.0
5,HC_LI,68.0,148.0
5,HC_LI,63.0,179.0
5,HC_LI,73.0,140.0
5,HC_LI,68.0,155.0
5,HC_LI,73.0,165.0
5,HC_LI,58.0,158.0
5,HC_LI,73.0,188.0
5,HC_LI,68.0,189.0
5,HC_LI,68.0,189.0
5,HC_LI,53.0,168.0
5,HC_LI,58.0,188.0
5,HC_LI,73.0,149.0
5,HC_LI,78.0,198.0
5,HC_LI,73.0,173.0
5,HC_LI,73.0,164.0
5,HC_LI,63.0,140.0
5,HC_LI,78.0,164.0
5,HC_LI,63.0,139.0
5,HC_LI,73.0,149.0
5,HC_LI,78.0,139.0
5,HC_LI,78.0,155.0
5,HC_LI,73.0,174.0
5,HC_LI,73.0,140.0
5,HC_LI,63.0,183.0
5,HC_LI,78.0,169.0
5,HC_LI,58.0,159.0
5,LC_HI,63.0,97.0
5,LC_HI,53.0,92.0
5,LC_HI,63.0,170.0
5,LC_HI,63.0,116.0
5,LC_HI,78.0,150.0
5,LC_HI,78.0,140.0
5,LC_HI,73.0,145.0
5,LC_HI,78.0,125.0
5,LC_HI,58.0,106.0
5,LC_HI,53.0,150.0
5,LC_HI,63.0,150.0
5,LC_HI,78.0,130.0
5,LC_HI,73.0,96.0
5,LC_HI,78.0,111.0
5,LC_HI,63.0,150.0
5,LC_HI,78.0,179.0
5,LC_HI,78.0,160.0
5,LC_HI,53.0,135.0
5,LC_HI,68.0,179.0
5,LC_HI,78.0,189.0
5,LC_HI,58.0,163.0
5,LC_HI,77.0,144.0
5,LC_HI,58.0,160.0
5,LC_HI,58.0,96.0
5,LC_HI,58.0,159.0
5,LC_HI,77.0,183.0
5,LC_HI,53.0,149.0
5,LC_HI,63.0,116.0
5,LC_HI,63.0,175.0
5,LC_HI,63.0,101.0
5,LC_HI,63.0,164.0
5,LC_HI,78.0,86.0
5,LC_HI,78.0,179.0
5,LC_HI,78.0,150.0
5,LC_HI,68.0,96.0
5,LC_HI,48.0,106.0
5,LC_HI,58.0,159.0
5,LC_HI,58.0,154.0
5,LC_HI,63.0,194.0
5,LC_HI,63.0,170.0
5,LC_HI,73.0,139.0
5,LC_HI,78.0,169.0
5,LC_HI,63.0,149.0
5,LC_HI,53.0,140.0
5,LC_HI,78.0,158.0
5,LC_HI,78.0,208.0
5,LC_HI,78.0,146.0
5,LC_HI,78.0,111.0
5,LC_HI,58.0,154.0
5,LC_HI,53.0,105.0
5,LC_HI,53.0,77.0
5,LC_HI,58.0,110.0
5,LC_HI,73.0,213.0
5,LC_HI,78.0,135.0
5,LC_HI,63.0,135.0
5,LC_HI,78.0,135.0
5,LC_HI,58.0,169.0
5,LC_HI,53.0,105.0
5,LC_HI,68.0,174.0
5,LC_HI,78.0,179.0
5,LC_HI,63.0,124.0
5,LC_HI,63.0,189.0
5,LC_HI,63.0,101.0
5,LC_HI,78.0,189.0
5,LC_HI,58.0,189.0
5,LC_HI,58.0,173.0
5,LC_HI,58.0,102.0
5,LC_HI,78.0,140.0
5,LC_HI,73.0,154.0
5,LC_HI,78.0,135.0
5,LC_HI,73.0,126.0
5,LC_HI,78.0,160.0
5,LC_HI,67.0,174.0
5,LC_HI,78.0,120.0
5,LC_HI,58.0,169.0
5,LC_HI,78.0,105.0
5,LC_HI,78.0,107.0
5,LC_HI,78.0,199.0
5,LC_HI,82.0,213.0
5,LC_HI,78.0,106.0
5,LC_HI,78.0,174.0
5,LC_HI,78.0,194.0
5,LC_HI,63.0,126.0
5,LC_HI,78.0,130.0
5,LC_HI,78.0,208.0
5,LC_HI,78.0,97.0
5,LC_HI,68.0,145.0
5,LC_HI,78.0,160.0
5,LC_HI,68.0,204.0
5,LC_HI,73.0,159.0
5,LC_HI,63.0,116.0
5,LC_HI,53.0,131.0
5,LC_HI,78.0,169.0
5,LC_HI,63.0,116.0
5,LC_HI,48.0,106.0
5,LC_HI,73.0,198.0
5,LC_HI,58.0,155.0
5,LC_HI,78.0,135.0
5,LC_HI,73.0,116.0
5,LC_HI,78.0,135.0
5,LC_HI,78.0,96.0
5,LC_HI,78.0,188.0
5,LC_HI,78.0,146.0
5,LC_HI,58.0,95.0
5,LC_HI,78.0,131.0
5,LC_HI,73.0,134.0
5,LC_HI,78.0,194.0
5,LC_HI,78.0,131.0
5,LC_HI,58.0,125.0
5,LC_HI,78.0,116.0
5,LC_HI,48.0,139.0
5,LC_HI,78.0,184.0
5,LC_HI,78.0,214.0
5,LC_HI,78.0,218.0
5,LC_HI,53.0,194.0
5,LC_HI,78.0,175.0
5,LC_HI,63.0,150.0
5,LC_HI,78.0,164.0
5,LC_HI,78.0,131.0
5,LC_HI,58.0,154.0
5,LC_HI,53.0,111.0
5,LC_HI,72.0,203.0
5,LC_HI,78.0,130.0
5,LC_HI,73.0,173.0
5,LC_HI,73.0,67.0
5,LC_HI,78.0,164.0
5,LC_HI,78.0,165.0
5,LC_HI,78.0,165.0
5,LC_HI,58.0,159.0
5,LC_HI,78.0,164.0
5,LC_HI,68.0,96.0
5,LC_HI,73.0,189.0
5,LC_HI,73.0,129.0
5,LC_HI,63.0,194.0
5,LC_HI,78.0,154.0
5,LC_HI,63.0,135.0
5,LC_HI,73.0,183.0
5,LC_HI,68.0,131.0
5,LC_HI,73.0,101.0
5,LC_HI,78.0,175.0
5,LC_HI,78.0,144.0
5,LC_HI,53.0,168.0
5,LC_HI,68.0,116.0
5,LC_HI,78.0,184.0
5,LC_HI,72.0,159.0
5,LC_HI,78.0,86.0
5,LC_HI,63.0,125.0
5,LC_HI,58.0,119.0
5,LC_HI,73.0,96.0
5,LC_HI,78.0,180.0
5,LC_HI,63.0,189.0
5,LC_HI,73.0,111.0
5,LC_HI,73.0,155.0
5,LC_HI,43.0,77.0
5,LC_HI,78.0,169.0
5,LC_HI,73.0,116.0
5,LC_HI,68.0,208.0
5,LC_HI,48.0,139.0
5,LC_HI,63.0,189.0
5,LC_HI,78.0,150.0
5,LC_HI,63.0,223.0
5,LC_HI,63.0,135.0
5,LC_HI,63.0,199.0
5,LC_HI,68.0,121.0
5,LC_HI,68.0,169.0
5,LC_HI,53.0,150.0
5,LC_HI,63.0,126.0
5,LC_HI,78.0,170.0
5,LC_HI,78.0,149.0
5,LC_HI,68.0,155.0
5,LC_HI,58.0,173.0
5,LC_HI,78.0,189.0
5,LC_HI,78.0,82.0
5,LC_HI,78.0,120.0
5,LC_HI,78.0,199.0
5,LC_HI,72.0,203.0
5,LC_HI,48.0,106.0
5,LC_HI,78.0,120.0
5,LC_HI,58.0,125.0
5,LC_HI,78.0,146.0
5,LC_HI,63.0,154.0
5,LC_HI,63.0,116.0
5,LC_HI,78.0,135.0
5,LC_HI,78.0,92.0
5,LC_HI,78.0,189.0
5,LC_HI,68.0,131.0
5,LC_HI,73.0,189.0
5,LC_HI,58.0,169.0
5,LC_HI,87.0,188.0
5,LC_HI,78.0,159.0
5,LC_HI,78.0,135.0
5,LC_HI,78.0,188.0
5,LC_HI,78.0,131.0
5,LC_HI,78.0,165.0
5,LC_HI,58.0,115.0
5,LC_HI,63.0,130.0
5,LC_HI,63.0,188.0
5,LC_HI,58.0,169.0
5,LC_HI,53.0,164.0
5,LC_HI,53.0,92.0
5,LC_LI,63.0,139.0
5,LC_LI,68.0,179.0
5,LC_LI,63.0,140.0
5,LC_LI,78.0,140.0
5,LC_LI,78.0,170.0
5,LC_LI,78.0,161.0
5,LC_LI,78.0,158.0
5,LC_LI,68.0,149.0
5,LC_LI,78.0,213.0
5,LC_LI,78.0,125.0
5,LC_LI,78.0,156.0
5,LC_LI,63.0,174.0
5,LC_LI,78.0,149.0
5,LC_LI,78.0,214.0
5,LC_LI,48.0,119.0
5,LC_LI,63.0,140.0
5,LC_LI,73.0,145.0
5,LC_LI,78.0,185.0
5,LC_LI,78.0,164.0
5,LC_LI,63.0,145.0
5,LC_LI,78.0,178.0
5,LC_LI,73.0,154.0
5,LC_LI,63.0,130.0
5,LC_LI,78.0,169.0
5,LC_LI,68.0,120.0
5,LC_LI,73.0,178.0
5,LC_LI,73.0,169.0
5,LC_LI,78.0,120.0
5,LC_LI,63.0,116.0
5,LC_LI,73.0,115.0
5,LC_LI,68.0,179.0
5,LC_LI,78.0,169.0
5,LC_LI,63.0,135.0
5,LC_LI,78.0,198.0
5,LC_LI,72.0,159.0
5,LC_LI,78.0,121.0
5,LC_LI,78.0,160.0
5,LC_LI,78.0,184.0
5,LC_LI,58.0,168.0
5,LC_LI,78.0,169.0
5,LC_LI,63.0,135.0
5,LC_LI,77.0,184.0
5,LC_LI,78.0,169.0
5,LC_LI,73.0,115.0
5,LC_LI,68.0,179.0
5,LC_LI,63.0,189.0
5,LC_LI,78.0,198.0
5,LC_LI,78.0,110.0
5,LC_LI,63.0,139.0
5,LC_LI,72.0,159.0
5,LC_LI,73.0,125.0
5,LC_LI,78.0,107.0
5,LC_LI,78.0,169.0
5,LC_LI,78.0,164.0
5,LC_LI,58.0,139.0
5,LC_LI,78.0,131.0
5,LC_LI,73.0,130.0
5,LC_LI,78.0,179.0
5,LC_LI,78.0,158.0
5,LC_LI,78.0,111.0
5,LC_LI,73.0,178.0
5,LC_LI,73.0,135.0
5,LC_LI,78.0,83.0
5,LC_LI,58.0,169.0
5,LC_LI,78.0,194.0
5,LC_LI,82.0,130.0
5,LC_LI,73.0,199.0
5,LC_LI,73.0,219.0
5,LC_LI,78.0,149.0
5,LC_LI,78.0,158.0
5,LC_LI,78.0,169.0
5,LC_LI,73.0,198.0
5,LC_LI,63.0,115.0
5,LC_LI,68.0,179.0
5,LC_LI,63.0,144.0
5,LC_LI,78.0,170.0
5,LC_LI,68.0,170.0
5,LC_LI,73.0,145.0
5,LC_LI,63.0,135.0
5,LC_LI,78.0,164.0
5,LC_LI,78.0,199.0
5,LC_LI,82.0,130.0
5,LC_LI,78.0,120.0
5,LC_LI,78.0,111.0
5,LC_LI,73.0,169.0
5,LC_LI,78.0,158.0
5,LC_LI,67.0,163.0
5,LC_LI,63.0,174.0
5,LC_LI,73.0,115.0
5,LC_LI,78.0,169.0
5,LC_LI,78.0,194.0
5,LC_LI,78.0,131.0
5,LC_LI,78.0,158.0
5,LC_LI,63.0,213.0
5,LC_LI,78.0,203.0
5,LC_LI,73.0,227.0
5,LC_LI,63.0,145.0
5,LC_LI,78.0,159.0
5,LC_LI,78.0,155.0
5,LC_LI,78.0,107.0
5,LC_LI,78.0,148.0
5,LC_LI,78.0,111.0
5,LC_LI,78.0,169.0
5,LC_LI,78.0,126.0
5,LC_LI,78.0,214.0
5,LC_LI,78.0,135.0
5,LC_LI,58.0,144.0
5,LC_LI,63.0,169.0
5,LC_LI,63.0,119.0
5,LC_LI,78.0,169.0
5,LC_LI,78.0,135.0
5,LC_LI,78.0,140.0
5,LC_LI,73.0,106.0
5,LC_LI,78.0,193.0
5,LC_LI,78.0,198.0
5,LC_LI,63.0,116.0
5,LC_LI,78.0,135.0
5,LC_LI,78.0,164.0
5,LC_LI,78.0,145.0
5,LC_LI,78.0,169.0
5,LC_LI,78.0,83.0
5,LC_LI,78.0,173.0
5,LC_LI,78.0,164.0
5,LC_LI,78.0,121.0
5,LC_LI,78.0,164.0
5,LC_LI,73.0,183.0
5,LC_LI,78.0,198.0
5,LC_LI,73.0,125.0
5,LC_LI,58.0,173.0
5,LC_LI,63.0,139.0
5,LC_LI,78.0,178.0
5,LC_LI,63.0,154.0
5,LC_LI,78.0,169.0
5,LC_LI,78.0,169.0
5,LC_LI,78.0,214.0
5,LC_LI,58.0,154.0
5,LC_LI,78.0,174.0
5,LC_LI,63.0,116.0
5,LC_LI,63.0,149.0
5,LC_LI,73.0,169.0
5,LC_LI,78.0,155.0
5,LC_LI,78.0,169.0
5,LC_LI,63.0,145.0
5,LC_LI,48.0,119.0
5,LC_LI,78.0,185.0
5,LC_LI,78.0,179.0
5,LC_LI,63.0,119.0
5,LC_LI,73.0,180.0
5,LC_LI,63.0,116.0
5,LC_LI,78.0,129.0
5,LC_LI,78.0,178.0
5,LC_LI,63.0,140.0
5,LC_LI,73.0,125.0
5,LC_LI,78.0,188.0
5,LC_LI,78.0,140.0
5,LC_LI,63.0,129.0
5,LC_LI,63.0,130.0
5,LC_LI,78.0,125.0
5,LC_LI,73.0,199.0
5,LC_LI,78.0,174.0
5,LC_LI,78.0,158.0
5,LC_LI,78.0,193.0
5,LC_LI,78.0,204.0
5,LC_LI,73.0,219.0
5,LC_LI,78.0,169.0
5,LC_LI,78.0,145.0
5,LC_LI,68.0,125.0
5,LC_LI,63.0,130.0
5,LC_LI,73.0,219.0
5,LC_LI,73.0,145.0
5,LC_LI,78.0,194.0
5,LC_LI,63.0,116.0
5,LC_LI,73.0,169.0
5,LC_LI,78.0,101.0
5,LC_LI,78.0,170.0
5,LC_LI,68.0,184.0
5,LC_LI,73.0,178.0
5,LC_LI,63.0,174.0
5,LC_LI,78.0,158.0
5,LC_LI,78.0,140.0
5,LC_LI,63.0,155.0
5,LC_LI,78.0,185.0
5,LC_LI,78.0,164.0
5,LC_LI,68.0,120.0
5,LC_LI,63.0,178.0
5,LC_LI,73.0,178.0
5,LC_LI,78.0,155.0
5,LC_LI,78.0,115.0
5,LC_LI,73.0,154.0
5,LC_LI,78.0,120.0
5,LC_LI,78.0,169.0
5,LC_LI,78.0,164.0
5,LC_LI,58.0,144.0
5,LC_LI,67.0,163.0
5,LC_LI,78.0,111.0
5,LC_LI,78.0,144.0
5,LC_LI,73.0,145.0
5,LC_LI,63.0,116.0
5,LC_LI,78.0,154.0
5,LC_LI,78.0,159.0
